PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,label,cabin_type,status,is_alone,is_4_members,is_3or2_members,age*class,quad_fare
278,0,0.47282608695652173,0,1,0,S,none,n,Mr,1,0,0,0.47282608695652173,0.0
279,0,0.24236252545824846,0,0,2,Q,none,n,Master,0,0,0,0.0,848.265625
280,1,0.24236252545824846,1,2,2,S,CA,n,Mrs,0,0,1,0.4847250509164969,410.0625
281,0,0.24236252545824846,0,4,0,Q,none,n,Mr,1,0,0,0.9694501018329938,60.0625
282,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,61.688457639999996
283,0,0.24236252545824846,0,0,1,S,none,n,Mr,1,0,0,0.0,90.25
284,1,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
285,0,0.6296296296296297,0,2,2,S,none,A,Mr,1,0,0,1.2592592592592593,676.0
286,0,0.24236252545824846,0,2,1,C,none,n,Mr,1,0,0,0.4847250509164969,75.03890625
287,1,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,90.25
288,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
289,1,0.47282608695652173,0,2,1,S,none,n,Mr,1,0,0,0.9456521739130435,169.0
290,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
291,1,0.6296296296296297,1,1,3,S,none,n,Miss,1,0,0,0.6296296296296297,6217.322499999999
292,1,0.6296296296296297,1,1,3,C,none,B,Mrs,0,0,1,0.6296296296296297,8295.42067264
293,0,0.47282608695652173,0,2,1,C,SC/PARIS,D,Mr,1,0,0,0.9456521739130435,165.765625
294,0,0.24236252545824846,1,1,1,S,none,n,Miss,1,0,0,0.24236252545824846,78.32249999999999
295,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
296,0,0.6296296296296297,0,2,2,C,rare,n,Mr,1,0,0,1.2592592592592593,768.44275264
297,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.26133263999999
298,0,0.6296296296296297,1,0,3,S,none,C,Miss,0,1,0,0.0,22967.402500000004
299,1,0.6296296296296297,0,2,2,S,none,C,Mr,1,0,0,1.2592592592592593,930.25
300,1,0.6296296296296297,1,3,3,C,rare,B,Mrs,0,0,1,1.8888888888888888,61266.54643264
301,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
302,1,0.24236252545824846,0,1,2,Q,none,n,Mr,0,0,1,0.24236252545824846,540.5625
303,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,0.0
304,1,0.47282608695652173,1,1,1,Q,none,E,Miss,1,0,0,0.47282608695652173,152.52249999999998
305,0,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
306,1,0.6296296296296297,0,0,3,S,none,C,Master,0,1,0,0.0,22967.402500000004
307,1,0.6296296296296297,1,2,3,C,none,n,Miss,1,0,0,1.2592592592592593,12295.106218890001
308,1,0.6296296296296297,1,1,3,C,rare,C,Mrs,0,0,1,0.6296296296296297,11859.210000000001
309,0,0.47282608695652173,0,1,2,C,rare,n,Mr,0,0,1,0.47282608695652173,576.0
310,1,0.6296296296296297,1,1,3,C,rare,E,Miss,1,0,0,0.6296296296296297,3240.9338126400003
311,1,0.6296296296296297,1,1,3,C,none,C,Miss,1,0,0,0.6296296296296297,6915.30285889
312,1,0.6296296296296297,1,1,3,C,rare,B,Miss,0,0,0,0.6296296296296297,68840.640625
313,0,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
314,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
315,0,0.47282608695652173,0,2,2,S,rare,n,Mr,0,0,1,0.9456521739130435,689.0625
316,1,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,61.688457639999996
317,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
318,0,0.47282608695652173,0,3,1,S,none,n,Mr,1,0,0,1.4184782608695652,196.0
319,1,0.6296296296296297,1,1,3,S,none,C,Miss,0,0,1,0.6296296296296297,27181.028768890003
320,1,0.6296296296296297,1,2,3,C,none,E,Mrs,0,0,1,1.2592592592592593,18090.25
321,0,0.24236252545824846,0,1,0,S,A/5,n,Mr,1,0,0,0.24236252545824846,52.5625
322,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
323,1,0.47282608695652173,1,1,1,Q,none,n,Miss,1,0,0,0.47282608695652173,152.52249999999998
324,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,841.0
325,0,0.24236252545824846,0,1,3,S,CA,n,Mr,0,0,0,0.24236252545824846,4837.202499999999
326,1,0.6296296296296297,1,2,3,C,rare,C,Miss,1,0,0,1.2592592592592593,18396.392068889996
327,0,0.24236252545824846,0,3,0,S,none,n,Mr,1,0,0,0.7270875763747454,38.906406249999996
328,1,0.47282608695652173,1,2,1,S,none,D,Mrs,1,0,0,0.9456521739130435,169.0
329,1,0.24236252545824846,1,1,2,S,none,n,Mrs,0,0,1,0.24236252545824846,421.27562499999993
330,1,0.6296296296296297,1,0,3,C,none,B,Miss,0,0,1,0.0,3361.58763264
331,1,0.24236252545824846,1,1,2,Q,none,n,Miss,0,0,1,0.24236252545824846,540.5625
332,0,0.6296296296296297,0,2,2,S,none,C,Mr,1,0,0,1.2592592592592593,812.25
333,0,0.6296296296296297,0,2,3,S,rare,C,Mr,0,0,1,1.2592592592592593,23550.73890625
334,0,0.24236252545824846,0,0,2,S,none,n,Mr,0,0,1,0.0,324.0
335,1,0.6296296296296297,1,2,3,S,rare,n,Mrs,0,0,1,1.2592592592592593,17862.322500000002
336,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
337,0,0.6296296296296297,0,1,3,S,none,C,Mr,0,0,1,0.6296296296296297,4435.5599999999995
338,1,0.6296296296296297,1,2,3,C,none,E,Miss,1,0,0,1.2592592592592593,18090.25
339,1,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,64.80250000000001
340,0,0.6296296296296297,0,2,3,S,none,n,Mr,1,0,0,1.2592592592592593,1260.25
341,1,0.47282608695652173,0,0,2,S,none,F,Master,0,0,1,0.0,676.0
342,1,0.6296296296296297,1,1,3,S,none,C,Miss,0,0,0,0.6296296296296297,69169.0
343,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
344,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
345,0,0.47282608695652173,0,2,1,S,none,n,Mr,1,0,0,0.9456521739130435,169.0
346,1,0.47282608695652173,1,1,1,S,none,F,Miss,1,0,0,0.47282608695652173,169.0
347,1,0.47282608695652173,1,2,1,S,none,n,Miss,1,0,0,0.9456521739130435,169.0
348,1,0.24236252545824846,1,1,2,S,none,n,Mrs,0,0,1,0.24236252545824846,259.21000000000004
349,1,0.24236252545824846,0,0,2,S,CA,n,Master,0,0,1,0.0,252.81
350,0,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,75.03890625
351,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,85.100625
352,0,0.6296296296296297,0,2,3,S,none,C,Mr,1,0,0,1.2592592592592593,1225.0
353,0,0.24236252545824846,0,0,0,C,none,n,Mr,0,0,1,0.0,52.26133263999999
354,0,0.24236252545824846,0,1,2,S,none,n,Mr,0,0,1,0.24236252545824846,316.84000000000003
355,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.200624999999995
356,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,90.25
357,1,0.6296296296296297,1,1,3,S,none,E,Miss,0,0,1,0.6296296296296297,3025.0
358,0,0.47282608695652173,1,2,1,S,none,n,Miss,1,0,0,0.9456521739130435,169.0
359,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,62.081792639999996
360,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,62.081792639999996
361,0,0.24236252545824846,0,2,2,S,none,n,Mr,0,0,0,0.4847250509164969,778.41
362,0,0.47282608695652173,0,1,2,C,SC/PARIS,n,Mr,0,0,1,0.47282608695652173,768.44275264
363,0,0.24236252545824846,1,2,2,C,none,n,Mrs,0,0,1,0.4847250509164969,208.92389764
364,0,0.24236252545824846,0,2,0,S,SOTON,n,Mr,1,0,0,0.4847250509164969,49.7025
365,0,0.24236252545824846,0,1,2,Q,none,n,Mr,0,0,1,0.24236252545824846,240.25
366,0,0.24236252545824846,0,1,0,S,rare,n,Mr,1,0,0,0.24236252545824846,52.5625
367,1,0.6296296296296297,1,3,3,C,none,D,Mrs,0,0,1,1.8888888888888888,5662.5625
368,1,0.24236252545824846,1,1,0,C,none,n,Mrs,1,0,0,0.24236252545824846,52.26133263999999
369,1,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
370,1,0.6296296296296297,1,1,3,C,rare,B,Mrs,1,0,0,0.6296296296296297,4802.49
371,1,0.6296296296296297,0,1,3,C,none,E,Mr,0,0,1,0.6296296296296297,3073.78209889
372,0,0.24236252545824846,0,1,0,S,none,n,Mr,0,0,1,0.24236252545824846,42.19541764
373,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
374,0,0.6296296296296297,0,1,3,C,rare,n,Mr,1,0,0,0.6296296296296297,18396.392068889996
375,0,0.24236252545824846,1,0,2,S,none,n,Miss,0,0,0,0.0,444.155625
376,1,0.6296296296296297,1,2,3,C,rare,n,Mrs,0,0,1,1.2592592592592593,6752.04037264
377,1,0.24236252545824846,1,1,0,S,rare,n,Miss,1,0,0,0.24236252545824846,52.5625
378,0,0.6296296296296297,0,1,3,C,none,C,Mr,0,0,1,0.6296296296296297,44732.25
379,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,16.10015625
380,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.450625
381,1,0.6296296296296297,1,2,3,C,rare,n,Miss,1,0,0,1.2592592592592593,51767.625625
382,1,0.24236252545824846,1,0,2,C,none,n,Miss,0,0,1,0.0,247.80111889
383,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,62.805625
384,1,0.6296296296296297,1,2,3,S,none,n,Mrs,0,0,1,1.2592592592592593,2704.0
385,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
386,0,0.47282608695652173,0,1,3,S,rare,n,Mr,1,0,0,0.47282608695652173,5402.25
387,0,0.24236252545824846,0,0,3,S,CA,n,Master,0,0,0,0.0,2199.6099999999997
388,1,0.47282608695652173,1,2,1,S,none,n,Miss,1,0,0,0.9456521739130435,169.0
389,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,59.74053263999999
390,1,0.47282608695652173,1,1,1,C,SC/PARIS,n,Miss,1,0,0,0.47282608695652173,144.0
391,1,0.6296296296296297,0,2,3,S,none,B,Mr,0,1,0,1.2592592592592593,14400.0
392,1,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.77449764
393,0,0.24236252545824846,0,1,1,S,none,n,Mr,0,0,1,0.24236252545824846,62.805625
394,1,0.6296296296296297,1,1,3,C,none,D,Miss,0,0,1,0.6296296296296297,12831.225625000001
395,1,0.24236252545824846,1,1,2,S,rare,G,Mrs,0,0,1,0.24236252545824846,278.89
396,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.77449764
397,0,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,61.688457639999996
398,0,0.47282608695652173,0,2,2,S,none,n,Mr,1,0,0,0.9456521739130435,676.0
399,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,110.25
400,1,0.47282608695652173,1,1,1,S,none,n,Mrs,1,0,0,0.47282608695652173,160.0225
401,1,0.24236252545824846,0,2,1,S,SOTON,n,Mr,1,0,0,0.4847250509164969,62.805625
402,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
403,0,0.24236252545824846,1,1,1,S,none,n,Miss,0,0,1,0.24236252545824846,96.53062499999999
404,0,0.24236252545824846,0,1,2,S,SOTON,n,Mr,0,0,1,0.24236252545824846,251.2225
405,0,0.24236252545824846,1,1,1,S,none,n,Miss,1,0,0,0.24236252545824846,75.03890625
406,0,0.47282608695652173,0,2,2,S,none,n,Mr,0,0,1,0.9456521739130435,441.0
407,0,0.24236252545824846,0,3,0,S,none,n,Mr,1,0,0,0.7270875763747454,60.0625
408,1,0.47282608695652173,0,0,2,S,none,n,Master,0,0,1,0.0,351.5625
409,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.450625
410,0,0.24236252545824846,1,1,2,S,none,n,Miss,0,0,0,0.24236252545824846,648.5528088899999
411,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
412,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,47.03627889
413,1,0.6296296296296297,1,2,3,Q,none,C,Miss,0,0,1,1.2592592592592593,8100.0
414,0,0.47282608695652173,0,1,0,S,none,n,Mr,1,0,0,0.47282608695652173,0.0
415,1,0.24236252545824846,0,2,1,S,SOTON,n,Mr,1,0,0,0.4847250509164969,62.805625
416,0,0.24236252545824846,1,1,1,S,none,n,Mrs,1,0,0,0.24236252545824846,64.80250000000001
417,1,0.47282608695652173,1,2,3,S,none,n,Mrs,0,0,1,0.9456521739130435,1056.25
418,1,0.47282608695652173,1,1,1,S,none,n,Miss,0,0,1,0.47282608695652173,169.0
419,0,0.47282608695652173,0,1,1,S,none,n,Mr,1,0,0,0.47282608695652173,169.0
420,0,0.24236252545824846,1,0,2,S,none,n,Miss,0,0,1,0.0,583.2225
421,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
422,0,0.24236252545824846,0,1,0,Q,A/5,n,Mr,1,0,0,0.24236252545824846,59.803928889999995
423,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.015625
424,0,0.24236252545824846,1,1,1,S,none,n,Mrs,0,0,1,0.24236252545824846,207.36
425,0,0.24236252545824846,0,1,2,S,none,n,Mr,0,0,1,0.24236252545824846,408.54515624999993
426,0,0.24236252545824846,0,1,0,S,A/5,n,Mr,1,0,0,0.24236252545824846,52.5625
427,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
428,1,0.47282608695652173,1,1,2,S,none,n,Miss,1,0,0,0.47282608695652173,676.0
429,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
430,1,0.24236252545824846,0,1,1,S,SOTON,E,Mr,1,0,0,0.24236252545824846,64.80250000000001
431,1,0.6296296296296297,0,1,2,S,none,C,Mr,1,0,0,0.6296296296296297,704.9025
432,1,0.24236252545824846,1,1,2,S,none,n,Mrs,0,0,1,0.24236252545824846,259.21000000000004
433,1,0.47282608695652173,1,2,2,S,SC/PARIS,n,Mrs,0,0,1,0.9456521739130435,676.0
434,0,0.24236252545824846,0,1,0,S,SOTON,n,Mr,1,0,0,0.24236252545824846,50.765625
435,0,0.6296296296296297,0,3,3,S,none,E,Mr,0,0,1,1.8888888888888888,3124.81
436,1,0.6296296296296297,1,0,3,S,none,B,Miss,0,1,0,0.0,14400.0
437,0,0.24236252545824846,1,1,3,S,W/C,n,Miss,0,0,0,0.24236252545824846,1181.640625
438,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,0,0.47282608695652173,351.5625
439,0,0.6296296296296297,0,3,3,S,none,C,Mr,0,0,0,1.8888888888888888,69169.0
440,0,0.47282608695652173,0,1,1,S,CA,n,Mr,1,0,0,0.47282608695652173,110.25
441,1,0.47282608695652173,1,2,2,S,rare,n,Mrs,0,0,1,0.9456521739130435,689.0625
442,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,90.25
443,0,0.24236252545824846,0,1,0,S,none,n,Mr,0,0,1,0.24236252545824846,60.450625
444,1,0.47282608695652173,1,1,1,S,none,n,Mrs,1,0,0,0.47282608695652173,169.0
445,1,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,65.81265625000002
446,1,0.6296296296296297,0,0,3,S,none,A,Master,0,0,1,0.0,6700.78127889
447,1,0.47282608695652173,1,0,2,S,none,n,Miss,0,0,1,0.0,380.25
448,1,0.6296296296296297,0,2,2,S,none,n,Mr,1,0,0,1.2592592592592593,704.9025
449,1,0.24236252545824846,1,0,2,C,none,n,Miss,0,1,0,0.0,370.88211888999996
450,1,0.6296296296296297,0,3,2,S,none,C,Mr,1,0,0,1.8888888888888888,930.25
451,0,0.47282608695652173,0,2,2,S,CA,n,Mr,0,1,0,0.9456521739130435,770.0625
452,0,0.24236252545824846,0,1,2,S,none,n,Mr,0,0,1,0.24236252545824846,398.66910888999996
453,0,0.6296296296296297,0,1,2,C,none,C,Mr,1,0,0,0.6296296296296297,770.0625
454,1,0.6296296296296297,0,3,3,C,none,C,Mr,0,0,1,1.8888888888888888,7939.558457640001
455,0,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
456,1,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
457,0,0.6296296296296297,0,4,2,S,none,E,Mr,1,0,0,2.5185185185185186,704.9025
458,1,0.6296296296296297,1,2,3,S,none,D,Mrs,0,0,1,1.2592592592592593,2689.7189062499997
459,1,0.47282608695652173,1,3,1,S,rare,n,Miss,1,0,0,1.4184782608695652,110.25
460,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
461,1,0.6296296296296297,0,2,2,S,none,E,Mr,1,0,0,1.2592592592592593,704.9025
462,0,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,64.80250000000001
463,0,0.6296296296296297,0,2,3,S,none,E,Mr,1,0,0,1.2592592592592593,1482.25
464,0,0.47282608695652173,0,2,1,S,none,n,Mr,1,0,0,0.9456521739130435,169.0
465,0,0.24236252545824846,0,1,1,S,rare,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
466,0,0.24236252545824846,0,2,0,S,SOTON,n,Mr,1,0,0,0.4847250509164969,49.7025
467,0,0.47282608695652173,0,1,0,S,none,n,Mr,1,0,0,0.47282608695652173,0.0
468,0,0.6296296296296297,0,3,2,S,none,n,Mr,1,0,0,1.8888888888888888,704.9025
469,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,59.675625
470,1,0.24236252545824846,1,0,2,C,none,n,Miss,0,1,0,0.0,370.88211888999996
471,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,52.5625
472,0,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,75.03890625
473,1,0.47282608695652173,1,2,2,S,CA,n,Mrs,0,1,0,0.9456521739130435,770.0625
474,1,0.47282608695652173,1,1,1,C,SC/PARIS,D,Mrs,1,0,0,0.47282608695652173,190.21098889
475,0,0.24236252545824846,1,1,1,S,none,n,Miss,1,0,0,0.24236252545824846,96.77640625000001
476,0,0.6296296296296297,0,2,3,S,none,A,Mr,1,0,0,1.2592592592592593,2704.0
477,0,0.47282608695652173,0,2,2,S,none,n,Mr,0,0,1,0.9456521739130435,441.0
478,0,0.24236252545824846,0,1,0,S,none,n,Mr,0,0,1,0.24236252545824846,49.64329764
479,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,56.562432640000004
480,1,0.24236252545824846,1,0,1,S,none,n,Miss,0,0,1,0.0,150.98265625
481,0,0.24236252545824846,0,0,3,S,CA,n,Master,0,0,0,0.0,2199.6099999999997
482,0,0.47282608695652173,0,1,0,S,none,n,Mr,1,0,0,0.47282608695652173,0.0
483,0,0.24236252545824846,0,3,1,S,A/5,n,Mr,1,0,0,0.7270875763747454,64.80250000000001
484,1,0.24236252545824846,1,3,1,S,none,n,Mrs,1,0,0,0.7270875763747454,91.92015625
485,1,0.6296296296296297,0,1,3,C,none,B,Mr,0,0,1,0.6296296296296297,8295.42067264
486,0,0.24236252545824846,1,1,2,S,none,n,Miss,0,0,0,0.24236252545824846,648.5528088899999
487,1,0.6296296296296297,1,2,3,S,none,C,Mrs,0,0,1,1.2592592592592593,8100.0
488,0,0.6296296296296297,0,3,2,C,none,B,Mr,1,0,0,1.8888888888888888,882.0899999999999
489,0,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
490,1,0.24236252545824846,0,0,2,S,CA,n,Master,0,0,1,0.0,252.81
491,0,0.24236252545824846,0,1,2,S,none,n,Mr,0,0,1,0.24236252545824846,398.66910888999996
492,0,0.24236252545824846,0,1,0,S,SOTON,n,Mr,1,0,0,0.24236252545824846,52.5625
493,0,0.6296296296296297,0,3,2,S,none,C,Mr,1,0,0,1.8888888888888888,930.25
494,0,0.6296296296296297,0,4,3,C,rare,n,Mr,1,0,0,2.5185185185185186,2450.6658176399997
495,0,0.24236252545824846,0,1,1,S,A/5,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
496,0,0.24236252545824846,0,1,2,C,none,n,Mr,1,0,0,0.24236252545824846,209.04243888999997
497,1,0.6296296296296297,1,3,3,C,none,D,Miss,0,0,1,1.8888888888888888,6125.67632889
498,0,0.24236252545824846,0,1,2,S,CA,n,Mr,1,0,0,0.24236252545824846,228.01
499,0,0.6296296296296297,1,1,3,S,none,C,Mrs,0,1,0,0.6296296296296297,22967.402500000004
500,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,60.77449764
501,0,0.24236252545824846,0,1,1,S,none,n,Mr,1,0,0,0.24236252545824846,75.03890625
502,0,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,60.0625
503,0,0.24236252545824846,1,1,0,Q,none,n,Miss,1,0,0,0.24236252545824846,58.20469264
504,0,0.24236252545824846,1,2,1,S,none,n,Miss,1,0,0,0.4847250509164969,91.92015625
505,1,0.6296296296296297,1,0,3,S,none,B,Miss,1,0,0,0.0,7482.25
506,0,0.6296296296296297,0,1,3,C,rare,C,Mr,0,0,1,0.6296296296296297,11859.210000000001
507,1,0.47282608695652173,1,2,2,S,none,n,Mrs,0,0,1,0.9456521739130435,676.0
508,1,0.6296296296296297,0,2,2,S,none,n,Mr,1,0,0,1.2592592592592593,704.9025
509,0,0.24236252545824846,0,1,2,S,rare,n,Mr,1,0,0,0.24236252545824846,507.37562499999996
510,1,0.24236252545824846,0,1,3,S,none,n,Mr,1,0,0,0.24236252545824846,3191.7754176400003
511,1,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,60.0625
512,0,0.24236252545824846,0,1,1,S,SOTON,n,Mr,1,0,0,0.24236252545824846,64.80250000000001
513,1,0.6296296296296297,0,2,2,S,rare,E,Mr,1,0,0,1.2592592592592593,691.0326562500001
514,1,0.6296296296296297,1,3,3,C,rare,n,Mrs,0,0,1,1.8888888888888888,3528.3599999999997
515,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,56.18701764
516,0,0.6296296296296297,0,2,3,S,none,D,Mr,1,0,0,1.2592592592592593,1157.41483264
517,1,0.47282608695652173,1,2,1,S,CA,F,Mrs,1,0,0,0.9456521739130435,110.25
518,0,0.24236252545824846,0,1,2,Q,none,n,Mr,1,0,0,0.24236252545824846,583.2225
519,1,0.47282608695652173,1,2,2,S,none,n,Mrs,0,0,1,0.9456521739130435,676.0
520,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
521,1,0.6296296296296297,1,1,3,S,none,B,Miss,1,0,0,0.6296296296296297,8742.25
522,0,0.24236252545824846,0,1,0,S,none,n,Mr,1,0,0,0.24236252545824846,62.34365764
523,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.200624999999995
524,1,0.6296296296296297,1,2,3,C,none,B,Mrs,0,0,1,1.2592592592592593,3361.58763264
525,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.26133263999999
526,0,0.24236252545824846,0,2,0,Q,none,n,Mr,1,0,0,0.4847250509164969,60.0625
527,1,0.47282608695652173,1,3,1,S,W/C,n,Miss,1,0,0,1.4184782608695652,110.25
528,0,0.6296296296296297,0,2,3,S,rare,C,Mr,1,0,0,1.2592592592592593,49186.013552640004
529,0,0.24236252545824846,0,2,1,S,none,n,Mr,1,0,0,0.4847250509164969,62.805625
530,0,0.47282608695652173,0,1,1,S,none,n,Mr,0,1,0,0.47282608695652173,132.25
531,1,0.47282608695652173,1,0,2,S,none,n,Miss,0,0,1,0.0,676.0
532,0,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.26133263999999
533,0,0.24236252545824846,0,1,0,C,none,n,Mr,0,0,1,0.24236252545824846,52.26133263999999
534,1,0.24236252545824846,1,1,2,C,none,n,Mrs,0,0,1,0.24236252545824846,499.89357889
535,0,0.24236252545824846,1,1,1,S,none,n,Miss,1,0,0,0.24236252545824846,75.03890625
536,1,0.47282608695652173,1,0,2,S,rare,n,Miss,0,0,1,0.0,689.0625
537,0,0.6296296296296297,0,2,2,S,none,B,Mr,1,0,0,1.2592592592592593,704.9025
538,1,0.6296296296296297,1,1,3,C,rare,n,Miss,1,0,0,0.6296296296296297,11326.280625
539,0,0.24236252545824846,0,1,2,S,none,n,Mr,1,0,0,0.24236252545824846,210.25
540,1,0.6296296296296297,1,1,3,C,none,B,Miss,0,0,1,0.6296296296296297,2450.25
541,1,0.6296296296296297,1,2,3,S,rare,B,Miss,0,0,1,1.2592592592592593,5041.0
542,0,0.24236252545824846,1,0,3,S,none,n,Miss,0,0,0,0.0,978.1256249999999
543,0,0.24236252545824846,1,0,3,S,none,n,Miss,0,0,0,0.0,978.1256249999999
544,1,0.47282608695652173,0,1,2,S,none,n,Mr,0,0,1,0.47282608695652173,676.0
545,0,0.6296296296296297,0,3,3,C,rare,C,Mr,0,0,1,1.8888888888888888,11326.280625
546,0,0.6296296296296297,0,3,2,S,none,n,Mr,1,0,0,1.8888888888888888,676.0
547,1,0.47282608695652173,1,1,2,S,none,n,Mrs,0,0,1,0.47282608695652173,676.0
548,1,0.47282608695652173,0,1,1,C,SC/PARIS,n,Mr,1,0,0,0.47282608695652173,192.16890625000002
549,0,0.24236252545824846,0,2,2,S,none,n,Mr,0,0,1,0.4847250509164969,421.27562499999993
550,1,0.47282608695652173,0,0,3,S,CA,n,Master,0,0,1,0.0,1350.5625
551,1,0.6296296296296297,0,1,3,C,none,C,Mr,0,0,1,0.6296296296296297,12295.106218890001
552,0,0.47282608695652173,0,1,2,S,none,n,Mr,1,0,0,0.47282608695652173,676.0
553,0,0.24236252545824846,0,1,0,Q,none,n,Mr,1,0,0,0.24236252545824846,61.29637264
554,1,0.24236252545824846,0,1,0,C,none,n,Mr,1,0,0,0.24236252545824846,52.200624999999995
555,1,0.24236252545824846,1,1,0,S,none,n,Miss,1,0,0,0.24236252545824846,60.450625
